objectid,filename,title,description,subject,creator,source,rightsstatement,type,latitude,longitude,format,date,location,identifier,language,rights
GIB002000026006,https://archive.org/download/GIB002000026006/GIB002000026006.jpg,"[St Nicholas Church, Castle Hedingham], Castle Hedingham Nave Doub.ham Roof [double hammerbeam roof]","In package titled: [St Nicholas Church, Castle Hedingham]. Latitude: 51.990204. Longitude: 0.59781343.",Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.9902,0.597813,image/jpeg,,,,,
GIB002000026007,https://archive.org/download/GIB002000026007/GIB002000026007.jpg,"[St Nicholas Church, Castle Hedingham], Castle Hedingham Choir Interior","In package titled: [St Nicholas Church, Castle Hedingham]. Latitude: 51.990204. Longitude: 0.59781343.",Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.9902,0.597813,image/jpeg,,,,,
GIB002000026008,https://archive.org/download/GIB002000026008/GIB002000026008.jpg,"[St Nicholas Church, Castle Hedingham], Castle Hedingham Nave Arc Cap.","In package titled: [St Nicholas Church, Castle Hedingham]. Latitude: 51.990204. Longitude: 0.59781343.",Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.9902,0.597813,image/jpeg,,,,,
GIB002000026009,https://archive.org/download/GIB002000026009/GIB002000026009.jpg,"[St Nicholas Church, Castle Hedingham], Castle Hedingham S.Door","In package titled: [St Nicholas Church, Castle Hedingham]. Latitude: 51.990204. Longitude: 0.59781343.",Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.9902,0.597813,image/jpeg,,,,,
GIB002000026010,https://archive.org/download/GIB002000026010/GIB002000026010.jpg,"[St Nicholas Church, Castle Hedingham], Castle Hedingham Nave arc [arch?] cap [capital]","In package titled: [St Nicholas Church, Castle Hedingham]. Latitude: 51.990204. Longitude: 0.59781343.",Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.9902,0.597813,image/jpeg,,,,,
GIB002000027001,https://archive.org/download/GIB002000027001/GIB002000027001.jpg,"Northampton 
All Saints Ch., Northampton All Saints Interior","In package titled: Northampton 
All Saints Ch.. Latitude: 52.237035. Longitude: -0.89661419.",Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,52.23704,-0.89661,image/jpeg,,,,,
GIB002000027002,https://archive.org/download/GIB002000027002/GIB002000027002.jpg,"Northampton 
All Saints Ch., Northampton All Saints","In package titled: Northampton 
All Saints Ch.. Latitude: 52.237035. Longitude: -0.89661419.",Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,52.23704,-0.89661,image/jpeg,,,,,
GIB002000027003,https://archive.org/download/GIB002000027003/GIB002000027003.jpg,"Northampton 
All Saints Ch., Northampton All Saints","In package titled: Northampton 
All Saints Ch.. Latitude: 52.237035. Longitude: -0.89661419.",Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,52.23704,-0.89661,image/jpeg,,,,,
GIB002000027004,https://archive.org/download/GIB002000027004/GIB002000027004.jpg,"Northampton 
All Saints Ch., Northampton All Saints","In package titled: Northampton 
All Saints Ch.. Latitude: 52.237035. Longitude: -0.89661419.",Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,52.23704,-0.89661,image/jpeg,,,,,
GIB002000027005,https://archive.org/download/GIB002000027005/GIB002000027005.jpg,"Northampton 
All Saints Ch., Northampton All Saints","In package titled: Northampton 
All Saints Ch.. Latitude: 52.237035. Longitude: -0.89661419.",Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,52.23704,-0.89661,image/jpeg,,,,,
GIB002000027006,https://archive.org/download/GIB002000027006/GIB002000027006.jpg,"Northampton 
All Saints Ch., Northampton All Saints","In package titled: Northampton 
All Saints Ch.. Latitude: 52.237035. Longitude: -0.89661419.",Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,52.23704,-0.89661,image/jpeg,,,,,
GIB002000027007,https://archive.org/download/GIB002000027007/GIB002000027007.jpg,"Northampton 
All Saints Ch., St Mary's Church Fairford 384A1","In package titled: Northampton 
All Saints Ch.. Latitude: 51.709063. Longitude: -1.7820503.",Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.70906,-1.78205,image/jpeg,,,,,
GIB002000027008,https://archive.org/download/GIB002000027008/GIB002000027008.jpg,"Northampton 
All Saints Ch., St Mary's Church Fairford 384A2","In package titled: Northampton 
All Saints Ch.. Latitude: 51.709063. Longitude: -1.7820503.",Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.70906,-1.78205,image/jpeg,,,,,
GIB002000028001,https://archive.org/download/GIB002000028001/GIB002000028001.jpg,"[Jumieges Abbey], Jumieges W.Front",In package titled: [Jumieges Abbey]. Latitude: 49.432013. Longitude: 0.8191815.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,49.43201,0.819182,image/jpeg,,,,,
GIB002000028002,https://archive.org/download/GIB002000028002/GIB002000028002.jpg,"[Jumieges Abbey], Jumieges Church from south",In package titled: [Jumieges Abbey]. Latitude: 49.432013. Longitude: 0.8191815.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,49.43201,0.819182,image/jpeg,,,,,
GIB002000028003,https://archive.org/download/GIB002000028003/GIB002000028003.jpg,"[Jumieges Abbey], Jumieges -  St Pierre West Front c.934+ ; 2 west towers tribune triforium passage, all Romanesque elements",In package titled: [Jumieges Abbey]. Latitude: 49.432013. Longitude: 0.8191815.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,49.43201,0.819182,image/jpeg,,,,,
GIB002000028004,https://archive.org/download/GIB002000028004/GIB002000028004.jpg,"[Jumieges Abbey], Jumieges Nave + Tower",In package titled: [Jumieges Abbey]. Latitude: 49.432013. Longitude: 0.8191815.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,49.43201,0.819182,image/jpeg,,,,,
GIB002000029001,https://archive.org/download/GIB002000029001/GIB002000029001.jpg,"Reculver Church, Reculver Interior",In package titled: Reculver Church. Latitude: 51.379558. Longitude: 1.1995187.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.37956,1.199519,image/jpeg,,,,,
GIB002000029002,https://archive.org/download/GIB002000029002/GIB002000029002.jpg,"Reculver Church, Reculver Gen. N.W Towers",In package titled: Reculver Church. Latitude: 51.379558. Longitude: 1.1995187.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.37956,1.199519,image/jpeg,,,,,
GIB002000029003,https://archive.org/download/GIB002000029003/GIB002000029003.jpg,"Reculver Church, Reculver - Apse + Later",In package titled: Reculver Church. Latitude: 51.379558. Longitude: 1.1995187.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.37956,1.199519,image/jpeg,,,,,
GIB002000029004,https://archive.org/download/GIB002000029004/GIB002000029004.jpg,"Reculver Church, Reculver W end from W",In package titled: Reculver Church. Latitude: 51.379558. Longitude: 1.1995187.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.37956,1.199519,image/jpeg,,,,,
GIB002000029005,https://archive.org/download/GIB002000029005/GIB002000029005.jpg,"Reculver Church, Reculver E",In package titled: Reculver Church. Latitude: 51.379558. Longitude: 1.1995187.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.37956,1.199519,image/jpeg,,,,,
GIB002000029006,https://archive.org/download/GIB002000029006/GIB002000029006.jpg,"Reculver Church, Reculver - Across A.S S.W - N.E",In package titled: Reculver Church. Latitude: 51.379558. Longitude: 1.1995187.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.37956,1.199519,image/jpeg,,,,,
GIB002000030001,https://archive.org/download/GIB002000030001/GIB002000030001.jpg,"York, Cathedrals from the air, 29C6 York",In package titled: York. Latitude: 53.962217. Longitude: -1.0820916.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.96222,-1.08209,image/jpeg,,,,,
GIB002000030002,https://archive.org/download/GIB002000030002/GIB002000030002.jpg,"York, York Minster S.Trans",In package titled: York. Latitude: 53.962217. Longitude: -1.0820916.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.96222,-1.08209,image/jpeg,,,,,
GIB002000030003,https://archive.org/download/GIB002000030003/GIB002000030003.jpg,"York, York Minster Section",In package titled: York. Latitude: 53.962217. Longitude: -1.0820916.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.96222,-1.08209,image/jpeg,,,,,
GIB002000030004,https://archive.org/download/GIB002000030004/GIB002000030004.jpg,"York, York Minster S Trans, Tower + Choir",In package titled: York. Latitude: 53.962217. Longitude: -1.0820916.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.96222,-1.08209,image/jpeg,,,,,
GIB002000030005,https://archive.org/download/GIB002000030005/GIB002000030005.jpg,"York, York Excavations in the Cathedral",In package titled: York. Latitude: 53.962217. Longitude: -1.0820916.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.96222,-1.08209,image/jpeg,,,,,
GIB002000030006,https://archive.org/download/GIB002000030006/GIB002000030006.jpg,"York, Archbishop Gray / York, Chalice Paten + Ring, Mid C13 Discovered in Restoration 1968",In package titled: York. Latitude: 53.962217. Longitude: -1.0820916.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.96222,-1.08209,image/jpeg,,,,,
GIB002000030007,https://archive.org/download/GIB002000030007/GIB002000030007.jpg,"York, York Minster - Elev of Norman, Subsoil + Medieval",In package titled: York. Latitude: 53.962217. Longitude: -1.0820916.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.96222,-1.08209,image/jpeg,,,,,
GIB002000030008,https://archive.org/download/GIB002000030008/GIB002000030008.jpg,"York, Cope Chest York Minster C.13 Iron + Leather",In package titled: York. Latitude: 53.962217. Longitude: -1.0820916.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.96222,-1.08209,image/jpeg,,,,,
GIB002000030009,https://archive.org/download/GIB002000030009/GIB002000030009.jpg,"York, York Minster Choir",In package titled: York. Latitude: 53.962217. Longitude: -1.0820916.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.96222,-1.08209,image/jpeg,,,,,
GIB002000030010,https://archive.org/download/GIB002000030010/GIB002000030010.jpg,"York, York Choir, Exterior window screen",In package titled: York. Latitude: 53.962217. Longitude: -1.0820916.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.96222,-1.08209,image/jpeg,,,,,
GIB002000030011,https://archive.org/download/GIB002000030011/GIB002000030011.jpg,"York, York Minster S. Transept",In package titled: York. Latitude: 53.962217. Longitude: -1.0820916.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.96222,-1.08209,image/jpeg,,,,,
GIB002000030012,https://archive.org/download/GIB002000030012/GIB002000030012.jpg,"York, York Chapter House Roof",In package titled: York. Latitude: 53.962217. Longitude: -1.0820916.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.96222,-1.08209,image/jpeg,,,,,
GIB002000030013,https://archive.org/download/GIB002000030013/GIB002000030013.jpg,"York, York Minster Archbishop Gray tomb - c.1255",In package titled: York. Latitude: 53.962217. Longitude: -1.0820916.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.96222,-1.08209,image/jpeg,,,,,
GIB002000030014,https://archive.org/download/GIB002000030014/GIB002000030014.jpg,"York, York Cope Chest - Iron Work Leather C.13",In package titled: York. Latitude: 53.962217. Longitude: -1.0820916.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.96222,-1.08209,image/jpeg,,,,,
GIB002000030015,https://archive.org/download/GIB002000030015/GIB002000030015.jpg,"York, York West Front",In package titled: York. Latitude: 53.962217. Longitude: -1.0820916.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.96222,-1.08209,image/jpeg,,,,,
GIB002000030016,https://archive.org/download/GIB002000030016/GIB002000030016.jpg,"York, Arch Bishop Gray + 1255 York Minster",In package titled: York. Latitude: 53.962217. Longitude: -1.0820916.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.96222,-1.08209,image/jpeg,,,,,
GIB002000030017,https://archive.org/download/GIB002000030017/GIB002000030017.jpg,"York, York Part of Norman Cath. Thomas Exc 1967-8",In package titled: York. Latitude: 53.962217. Longitude: -1.0820916.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.96222,-1.08209,image/jpeg,,,,,
GIB002000030018,https://archive.org/download/GIB002000030018/GIB002000030018.jpg,"York, York Chapel Ho. Doors",In package titled: York. Latitude: 53.962217. Longitude: -1.0820916.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.96222,-1.08209,image/jpeg,,,,,
GIB002000030019,https://archive.org/download/GIB002000030019/GIB002000030019.jpg,"York, York Minster Tracing Floor",In package titled: York. Latitude: 53.962217. Longitude: -1.0820916.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.96222,-1.08209,image/jpeg,,,,,
GIB002000030020,https://archive.org/download/GIB002000030020/GIB002000030020.jpg,"York, Crozier Head Arch B. Gray York, Gilded + Jewelled Walrus Ivory, Mid C13",In package titled: York. Latitude: 53.962217. Longitude: -1.0820916.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.96222,-1.08209,image/jpeg,,,,,
GIB001000001001,https://archive.org/download/GIB001000001001/GIB001000001001.jpg,"[St John the Baptist Church, Berkswell], Berkswell crypt capital","In package titled: [St John the Baptist Church, Berkswell]. Latitude: 52.41014. Longitude: -1.6436955. Historic England: 1075974",Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,52.41014,-1.6437,image/jpeg,,,,,
GIB001000001002,https://archive.org/download/GIB001000001002/GIB001000001002.jpg,"[St John the Baptist Church, Berkswell], Berkswell …. Detail?","In package titled: [St John the Baptist Church, Berkswell]. Latitude: 52.41014. Longitude: -1.6436955. Historic England: 1075974",Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,52.41014,-1.6437,image/jpeg,,,,,
GIB001000001003,https://archive.org/download/GIB001000001003/GIB001000001003.jpg,"[St John the Baptist Church, Berkswell], Berkswell crypt capital","In package titled: [St John the Baptist Church, Berkswell]. Latitude: 52.41014. Longitude: -1.6436955. Historic England: 1075974",Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,52.41014,-1.6437,image/jpeg,,,,,
GIB001000001004,https://archive.org/download/GIB001000001004/GIB001000001004.jpg,"[St John the Baptist Church, Berkswell], Berkswell chancel arch cap [capital]","In package titled: [St John the Baptist Church, Berkswell]. Latitude: 52.41014. Longitude: -1.6436955. Historic England: 1075974",Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,52.41014,-1.6437,image/jpeg,,,,,
GIB001000001005,https://archive.org/download/GIB001000001005/GIB001000001005.jpg,"[St John the Baptist Church, Berkswell], Berkswell chancel exterior","In package titled: [St John the Baptist Church, Berkswell]. Latitude: 52.41014. Longitude: -1.6436955. Historic England: 1075974",Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,52.41014,-1.6437,image/jpeg,,,,,
GIB001000001006,https://archive.org/download/GIB001000001006/GIB001000001006.jpg,"[St John the Baptist Church, Berkswell], Berkswell","In package titled: [St John the Baptist Church, Berkswell]. Latitude: 52.41014. Longitude: -1.6436955. Historic England: 1075974",Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,52.41014,-1.6437,image/jpeg,,,,,
GIB001000001007,https://archive.org/download/GIB001000001007/GIB001000001007.jpg,"[St John the Baptist Church, Berkswell], Berkswell chancel exterior","In package titled: [St John the Baptist Church, Berkswell]. Latitude: 52.41014. Longitude: -1.6436955. Historic England: 1075974",Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,52.41014,-1.6437,image/jpeg,,,,,
GIB001000001008,https://archive.org/download/GIB001000001008/GIB001000001008.jpg,"[St John the Baptist Church, Berkswell], Berkswell chancel arch cap [capital]","In package titled: [St John the Baptist Church, Berkswell]. Latitude: 52.41014. Longitude: -1.6436955. Historic England: 1075974",Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,52.41014,-1.6437,image/jpeg,,,,,
GIB001000002001,https://archive.org/download/GIB001000002001/GIB001000002001.jpg,"FI , [St. James Church, Hemingford, Cambridgeshire.]","In package titled: [Miscellaneous Records]. Latitude: 52.3207141761227. Longitude: -0.105286779746319. St. James Church, Hemingford, Cambridgeshire.",Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,52.32071,-0.10529,image/jpeg,,,,,
GIB001000002002,https://archive.org/download/GIB001000002002/GIB001000002002.jpg,"[Miscellaneous Records], [St. James Church, Hemingford, Cambridgeshire.]","In package titled: [Miscellaneous Records]. Latitude: 52.3207141761227. Longitude: -0.105286779746319. St. James Church, Hemingford, Cambridgeshire.",Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,52.32071,-0.10529,image/jpeg,,,,,
GIB001000002003,https://archive.org/download/GIB001000002003/GIB001000002003.jpg,"[Miscellaneous Records], [Brook House, St Neots]","In package titled: [Miscellaneous Records]. Latitude: 52.2264997821942. Longitude: -0.267384603821249. Brook House, St Neots",Domestic,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,52.2265,-0.26738,image/jpeg,,,,,
GIB001000002004,https://archive.org/download/GIB001000002004/GIB001000002004.jpg,"[Miscellaneous Records], [ Parish Church of Saint Peter, Bedford.]","In package titled: [Miscellaneous Records]. Latitude: 52.2144. Longitude: -0.4626. Listed by Historic England as Parish Church of Saint Peter, Bedford. List Entry Number: 1311731",Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,52.2144,-0.4626,image/jpeg,,,,,
GIB001000002005,https://archive.org/download/GIB001000002005/GIB001000002005.jpg,"[Miscellaneous Records], [ Parish Church of Saint Peter, Bedford.]","In package titled: [Miscellaneous Records]. Latitude: 52.2144. Longitude: -0.4626. Listed by Historic England as Parish Church of Saint Peter, Bedford. List Entry Number: 1311731",Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,52.2144,-0.4626,image/jpeg,,,,,
GIB001000002006,https://archive.org/download/GIB001000002006/GIB001000002006.jpg,"[Miscellaneous Records], [ Parish Church of Saint Peter, Bedford.]","In package titled: [Miscellaneous Records]. Latitude: 52.2144. Longitude: -0.4626. Listed by Historic England as Parish Church of Saint Peter, Bedford. List Entry Number: 1311731",Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,52.2144,-0.4626,image/jpeg,,,,,
GIB001000002007,https://archive.org/download/GIB001000002007/GIB001000002007.jpg,"[Miscellaneous Records], [ Parish Church of St Mary's, Bedford.]","In package titled: [Miscellaneous Records]. Latitude: 52.1722. Longitude: -0.5532. Listed by Historic England as Parish Church of St Mary's, Bedford. List Entry Number: 1310202",Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,52.1722,-0.5532,image/jpeg,,,,,
GIB001000002008,https://archive.org/download/GIB001000002008/GIB001000002008.jpg,"[Miscellaneous Records], [ Parish Church of St Mary's, Bedford.]","In package titled: [Miscellaneous Records]. Latitude: 52.1722. Longitude: -0.5532. Listed by Historic England as Parish Church of St Mary's, Bedford. List Entry Number: 1310202",Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,52.1722,-0.5532,image/jpeg,,,,,
GIB001000002009,https://archive.org/download/GIB001000002009/GIB001000002009.jpg,"[Miscellaneous Records], [ Parish Church of St Mary's, Bedford.]","In package titled: [Miscellaneous Records]. Latitude: 52.1722. Longitude: -0.5532. Listed by Historic England as Parish Church of St Mary's, Bedford. List Entry Number: 1310202",Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,52.1722,-0.5532,image/jpeg,,,,,
GIB001000003001,https://archive.org/download/GIB001000003001/GIB001000003001.jpg,"[St Peter's Church, Pirton, Worcestershire], Pirton - s [south] door","In package titled: [St Peter's Church, Pirton, Worcestershire]. Latitude: 52.119671. Longitude: -2.1688235. Pirton, Worcestershire. Historic England: 1258259",Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,52.11967,-2.16882,image/jpeg,,,,,
GIB001000003002,https://archive.org/download/GIB001000003002/GIB001000003002.jpg,"[St Peter's Church, Pirton, Worcestershire], Pirton Ch [Church]","In package titled: [St Peter's Church, Pirton, Worcestershire]. Latitude: 52.119671. Longitude: -2.1688235. Pirton, Worcestershire. Historic England: 1258259",Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,52.11967,-2.16882,image/jpeg,,,,,
GIB001000004001,https://archive.org/download/GIB001000004001/GIB001000004001.jpg,"Sherborne Abbey, Sherborne Abbey. 2743 Choir roof - fan vaulting",In package titled: Sherborne Abbey. Latitude: 50.946819. Longitude: -2.516677. Copyright: Woodmansterne Limited Watford,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,50.94682,-2.51668,image/jpeg,,,,,
GIB001000004002,https://archive.org/download/GIB001000004002/GIB001000004002.jpg,"Sherborne Abbey, Sherborne Abbey. Fan Vault. 1446. [Aclan]",In package titled: Sherborne Abbey. Latitude: 50.946819. Longitude: -2.516677. Copyright: scan from book,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,50.94682,-2.51668,image/jpeg,,,,,
GIB001000004003,https://archive.org/download/GIB001000004003/GIB001000004003.jpg,"Sherborne Abbey, Sherborne Abbey. 2741 Abbey from South West.",In package titled: Sherborne Abbey. Latitude: 50.946819. Longitude: -2.516677. Copyright: Woodmansterne Limited Watford,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,50.94682,-2.51668,image/jpeg,,,,,
GIB001000004004,https://archive.org/download/GIB001000004004/GIB001000004004.jpg,"Sherborne Abbey, Sherborne Abbey. 2742 Interior looking East",In package titled: Sherborne Abbey. Latitude: 50.946819. Longitude: -2.516677. Copyright: Woodmansterne Limited Watford,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,50.94682,-2.51668,image/jpeg,,,,,
GIB001000006001,https://archive.org/download/GIB001000006001/GIB001000006001.jpg,"Thaxted
 Wingfield, Wingfield Ch. [Chapel] Dec [Decorated?] + Perp [Perpendicular] Windows","In package titled: Thaxted
 Wingfield. Latitude: 51.952443. Longitude: 0.34458019.",Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.95244,0.34458,image/jpeg,,,,,
GIB001000006002,https://archive.org/download/GIB001000006002/GIB001000006002.jpg,"Thaxted
 Wingfield, Thaxted Ch. [Chapel] from Air","In package titled: Thaxted
 Wingfield. Latitude: 51.952443. Longitude: 0.34458019.",Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.95244,0.34458,image/jpeg,,,,,
GIB001000006003,https://archive.org/download/GIB001000006003/GIB001000006003.jpg,"Thaxted
 Wingfield, Thaxted Spire","In package titled: Thaxted
 Wingfield. Latitude: 51.952443. Longitude: 0.34458019.",Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.95244,0.34458,image/jpeg,,,,,
GIB001000007001,https://archive.org/download/GIB001000007001/GIB001000007001.jpg,"Round Twr(tower)
Xaxman[round tower] + Piddinghoe[round church ], Xaxham [Saxmundham] - Norfolk. Round tower.","In package titled: Round Twr(tower)
Xaxman[round tower] + Piddinghoe[round church ]. Latitude: 50.809558. Longitude: 0.035519578.",Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,50.80956,0.03552,image/jpeg,,,,,
